"","Year","Area","Street","Street 2"
"1204",2011,"Birmingham","New Str.",""
"1205",2011,"Birmingham","New Str.",""
"1206",2011,"Birmingham","New Str.",""
"1207",2011,"Birmingham","New Str.",""
"1208",2011,"Birmingham","New Str.",""
"1209",2011,"Birmingham","New Str.",""
"1210",2011,"Birmingham","New Str.",""
"1211",2011,"Birmingham","New Str.",""
"1212",2011,"Birmingham","New Str.",""
"1213",2011,"Birmingham","New Str.",""
"1214",2011,"Birmingham","New Str.",""
"1215",2011,"Birmingham","New Str.",""
"1216",2011,"Birmingham","New Str.",""
"1217",2011,"Birmingham","New Str.",""
"1218",2011,"Birmingham","New Str.",""
"1219",2011,"Birmingham","New Str.",""
"1220",2011,"Birmingham","New Str.",""
"1221",2011,"Birmingham","New Str.",""
"1222",2011,"Birmingham","New Str.",""
"1223",2011,"Birmingham","New Str.",""
"1224",2011,"Birmingham","New Str.",""
"1225",2011,"Birmingham","New Str.",""
"1226",2011,"Birmingham","New Str.",""
"1227",2011,"Birmingham","New Str.",""
"1228",2011,"Birmingham","New Str.",""
"1229",2011,"Birmingham","New Str.",""
"1230",2011,"Birmingham","New Str.",""
"1231",2011,"Birmingham","Newtown Housing Centre",""
"1232",2011,"Birmingham","Newtown Rd.",""
"1233",2011,"Birmingham","Next Clearance Str.",""
"1234",2011,"Birmingham","Nineva Rd.",""
"1235",2011,"Birmingham","Not Known",""
"1236",2011,"Birmingham","O S Bham Crown Court",""
"1237",2011,"Birmingham","O S Flairs Broad Str.",""
"1238",2011,"Birmingham","O S Flares Club  Broad Str.",""
"1239",2011,"Birmingham","O S Gatecrasher Broad Str.",""
"1240",2011,"Birmingham","O S Mcdonalds  Ramp  City Centre",""
"1241",2011,"Birmingham","O S New Str.",""
"1242",2011,"Birmingham","O S Oceania  Ln.",""
"1243",2011,"Birmingham","O S Reflex Broad Str.",""
"1244",2011,"Birmingham","O S The Crown Ph Str.",""
"1245",2011,"Birmingham","O S Walkabout Broad Str.",""
"1246",2011,"Birmingham","O2 Academy",""
"1247",2011,"Birmingham","O2 Academy  Horsefair ",""
"1248",2011,"Birmingham","Oh Bar  Broad Str.",""
"1249",2011,"Birmingham","O Neils  Broad Str.",""
"1250",2011,"Birmingham","Os Birmingham Magistrates Court",""
"1251",2011,"Birmingham","Os Dubliner Ph",""
"1252",2011,"Birmingham","Outside Bliss  Broad Str.",""
"1253",2011,"Birmingham","Outside Bliss Nightclub ",""
"1254",2011,"Birmingham","Outside Bliss Nightclub ",""
"1255",2011,"Birmingham","Outside Bliss Broad Str.",""
"1256",2011,"Birmingham","Outside O Velvet  Broad Str.",""
"1257",2011,"Birmingham","Outside Oceana Club",""
"1258",2011,"Birmingham","Outside Reflex Nightclub",""
"1259",2011,"Birmingham","Outside Revolution Bridge Str.",""
"1260",2011,"Birmingham","Outside Rd.",""
"1261",2011,"Birmingham","Outside Walkabout Broad Str.",""
"1262",2011,"Birmingham","O Velvet  Nightclub  Broad Str.",""
"1263",2011,"Birmingham","Oxhill Rd.",""
"1264",2011,"Birmingham","Pagoda Island",""
"1265",2011,"Birmingham","Paradise Forum",""
"1266",2011,"Birmingham","Paradise Forum City Centre Birmingham",""
"1267",2011,"Birmingham","Paradise Forum  Victoria Square  Birmingham",""
"1268",2011,"Birmingham","Pershore Str.",""
"1269",2011,"Birmingham","Pershore Str.",""
"1270",2011,"Birmingham","Pershore Str.",""
"1271",2011,"Birmingham","Pizza Hut  New Str.",""
"1272",2011,"Birmingham","Quigley Ave.",""
"1273",2011,"Birmingham","Rag Market  City Centre",""
"1274",2011,"Birmingham","Reflex On Broad Str.",""
"1275",2011,"Birmingham","Regency Wharf",""
"1276",2011,"Birmingham","Risa Bar  Birmingham",""
"1277",2011,"Birmingham","Risa Broad Str.",""
"1278",2011,"Birmingham","Rd.",""
"1279",2011,"Birmingham","Rd.",""
"1280",2011,"Birmingham","Rd.",""
"1281",2011,"Birmingham","Sainsburys Colmore Rd.",""
"1282",2011,"Birmingham","Sandringham Rd.",""
"1283",2011,"Birmingham","Sandwell Hospital",""
"1284",2011,"Birmingham","Sence In The Arcadian",""
"1285",2011,"Birmingham","Sense Nightclub  Arcadia  Birmingham",""
"1286",2011,"Birmingham","Shadwell Str.",""
"1287",2011,"Birmingham","Shakespeare Bar  New Str.",""
"1288",2011,"Birmingham","Shakespeare Ph  New Str.",""
"1289",2011,"Birmingham","Sheepcote Str.",""
"1290",2011,"Birmingham","Sioho Rd.",""
"1291",2011,"Birmingham","Slade Rd.",""
"1292",2011,"Birmingham","Small Brook Queensway",""
"1293",2011,"Birmingham","Smallbrook Queensway",""
"1294",2011,"Birmingham","Smallbrook Queensway",""
"1295",2011,"Birmingham","Smallbrook Queensway",""
"1296",2011,"Birmingham","Smallbrook Queensway City Centre Birmingham",""
"1297",2011,"Birmingham","Smallbrook Queensway City Centre",""
"1298",2011,"Birmingham","Smethwick End",""
"1299",2011,"Birmingham","Soho Hill",""
"1300",2011,"Birmingham","Soho Hill  Handsworth  Birmingham",""
"1301",2011,"Birmingham","Soho Rd.",""
"1302",2011,"Birmingham","Soho Rd.",""
"1303",2011,"Birmingham","Soho Rd.",""
"1304",2011,"Birmingham","Soho Rd.",""
"1305",2011,"Birmingham","Sommerfield Park  Winson Green",""
"1306",2011,"Birmingham","Square Peg Ph",""
"1307",2011,"Birmingham","Square Peg Corporation Str.",""
"1308",2011,"Birmingham","Str.",""
"1309",2011,"Birmingham","Str.",""
"1310",2011,"Birmingham","Str.",""
"1311",2011,"Birmingham","Str.",""
"1312",2011,"Birmingham","Str.",""
"1313",2011,"Birmingham","Str.",""
"1314",2011,"Birmingham","Str.",""
"1315",2011,"Birmingham","Str.",""
"1316",2011,"Birmingham","Str.",""
"1317",2011,"Birmingham","Str.",""
"1318",2011,"Birmingham","Str.",""
"1319",2011,"Birmingham","Str.",""
"1320",2011,"Birmingham","Str.",""
"1321",2011,"Birmingham","Str.",""
"1322",2011,"Birmingham","Str.",""
"1323",2011,"Birmingham","Str.",""
"1324",2011,"Birmingham","Str.",""
"1325",2011,"Birmingham","Str.",""
"1326",2011,"Birmingham","Str.",""
"1327",2011,"Birmingham","Str.",""
"1328",2011,"Birmingham","Suffolk Str.",""
"1329",2011,"Birmingham","Sugar Suite  Broad Str.",""
"1330",2011,"Birmingham","Summer Ln.",""
"1331",2011,"Birmingham","Summer Rd.",""
"1332",2011,"Birmingham","Temple Rd.",""
"1333",2011,"Birmingham","Temple Rd.",""
"1334",2011,"Birmingham","Tennant Str.",""
"1335",2011,"Birmingham","Terrace Rd.",""
"1336",2011,"Birmingham","Tesco Aston Ln.",""
"1337",2011,"Birmingham","Tesco Springhill",""
"1338",2011,"Birmingham","The Parade Sutton Coldfield",""
"1339",2011,"Birmingham","The Parade  Sutton Coldfield",""
"1340",2011,"Birmingham","The Ramp  Corporation Str.",""
"1341",2011,"Birmingham","The Ramp ",""
"1342",2011,"Birmingham","Thornhill Rd.",""
"1343",2011,"Birmingham","Thornhill Rd.",""
"1344",2011,"Birmingham","Thorpe Str.",""
"1345",2011,"Birmingham","Thorpe Str.",""
"1346",2011,"Birmingham","Trocadero Public House O S",""
"1347",2011,"Birmingham","Turners Pallets  Hayhole Rd.",""
"1348",2011,"Birmingham","Upper Dean Str.",""
"1349",2011,"Birmingham","Upper Dean Str.",""
"1350",2011,"Birmingham","Upper Dean Str.",""
"1351",2011,"Birmingham","Upper Dean Str.",""
"1352",2011,"Birmingham","Upper Parade Sutton Coldfield",""
"1353",2011,"Birmingham","Upper Parade Sutton Coldfield",""
"1354",2011,"Birmingham","Victoria Square   Bham",""
"1355",2011,"Birmingham","Victoria Square  City Centre ",""
"1356",2011,"Birmingham","Waiverley Park Handsworth",""
"1357",2011,"Birmingham","Walkabout Bar Broad Str.",""
"1358",2011,"Birmingham","Walkabout Ph  Broad Str.",""
"1359",2011,"Birmingham","Walkabout Ph  Broad Str.",""
"1360",2011,"Birmingham","Walkabout  Broad Str.",""
"1361",2011,"Birmingham","Walsall Rd.",""
"1362",2011,"Birmingham","Walsall Rd.",""
"1363",2011,"Birmingham","Warf Rd.",""
"1364",2011,"Birmingham","Warwards Ln.",""
"1365",2011,"Birmingham","Washington Drive  Handsworth Wood",""
"1366",2011,"Birmingham","Washington Str.",""
"1367",2011,"Birmingham","Waterloo Rd.",""
"1368",2011,"Birmingham","Waverhill Park  Handsworth",""
"1369",2011,"Birmingham","Waverhill Rd.",""
"1370",2011,"Birmingham","Way Entrance Villa Ground",""
"1371",2011,"Birmingham","Wellington Rd.",""
"1372",2011,"Birmingham","Witton Arms",""
"1373",2011,"Birmingham","Witton Rd.",""
"1374",2011,"Birmingham","Witton Rd.",""
"1375",2011,"Birmingham","Witton Rd.",""
"1376",2011,"Birmingham","Wrottesley Str.",""
"1377",2011,"Coventry","Primrose Hill Coventry",""
"1378",2011,"Coventry","Albany Rd.",""
"1379",2011,"Coventry","Aldbourne Rd.",""
"1380",2011,"Coventry","Aldermans Green Rd.",""
"1381",2011,"Coventry","Allesley Old Rd.",""
"1382",2011,"Coventry","Almond Tree Ave.",""
"1383",2011,"Coventry","Arbury Ave.",""
"1384",2011,"Coventry","Arena Carpark A444",""
"1385",2011,"Coventry","Argyle Str.",""
"1386",2011,"Coventry","Armstrong Ave.",""
"1387",2011,"Coventry","Ashorne Close",""
"1388",2011,"Coventry","Attoxhall Rd",""
"1389",2011,"Coventry","Ave.",""
"1390",2011,"Coventry","Awson Str.",""
"1391",2011,"Coventry","Bandals Surgery  Foleshill Rd.",""
"1392",2011,"Coventry","Bell Green Rd Junction A444",""
"1393",2011,"Coventry","Bell Green Rd.",""
"1394",2011,"Coventry","Bell Green Rd.",""
"1395",2011,"Coventry","Binley Rd.",""
"1396",2011,"Coventry","Binley Rd.",""
"1397",2011,"Coventry","Binley Rd.",""
"1398",2011,"Coventry","Binley Rd.",""
"1399",2011,"Coventry","Bishop Str.",""
"1400",2011,"Coventry","Blackhorse Ln.",""
"1401",2011,"Coventry","Blythe Rd.",""
"1402",2011,"Coventry","Bp Garage Ansty Rd.",""
"1403",2011,"Coventry","Bramble Str.",""
"1404",2011,"Coventry","Braod Park Rd.",""
"1405",2011,"Coventry","Bredon Ave.",""
"1406",2011,"Coventry","Broadgate",""
"1407",2011,"Coventry","Bull Yard",""
"1408",2011,"Coventry","Bushberry Ave.",""
"1409",2011,"Coventry","Butts Rd.",""
"1410",2011,"Coventry","Cashs Ln.",""
"1411",2011,"Coventry","Cauldon Rd.",""
"1412",2011,"Coventry","Charter Ave.",""
"1413",2011,"Coventry","Charter Ave.",""
"1414",2011,"Coventry","Chester Str.",""
"1415",2011,"Coventry","Chesterton Rd.",""
"1416",2011,"Coventry","Cheveral Ave.",""
"1417",2011,"Coventry","Cliffbridge Rd.",""
"1418",2011,"Coventry","Clifton Str.",""
"1419",2011,"Coventry","Coc Str.",""
"1420",2011,"Coventry","Communal Ln.",""
"1421",2011,"Coventry","Compton Rd.",""
"1422",2011,"Coventry","Concourse Near Mortimers",""
"1423",2011,"Coventry","Cook Str.",""
"1424",2011,"Coventry","Corporation Str.",""
"1425",2011,"Coventry","Corporation Str.",""
"1426",2011,"Coventry","Corporation Str.",""
"1427",2011,"Coventry","Coundon Rd.",""
"1428",2011,"Coventry","Coventry",""
"1429",2011,"Coventry","Coventry Central Cells",""
"1430",2011,"Coventry","Coventry Central Front Office",""
"1431",2011,"Coventry","Coventry Central Pol Str.",""
"1432",2011,"Coventry","Coventry Central Police Str.",""
"1433",2011,"Coventry","Coventry Central Police Str.",""
"1434",2011,"Coventry","Coventry Central Ps",""
"1435",2011,"Coventry","Coventry Central Ps",""
"1436",2011,"Coventry","Coventry Railwat Str.",""
"1437",2011,"Coventry","Coventry Railway Str.",""
"1438",2011,"Coventry","Coventry Train Str.",""
"1439",2011,"Coventry","Cox Str.",""
"1440",2011,"Coventry","Cross Rd.",""
"1441",2011,"Coventry","Devonshire Arms",""
"1442",2011,"Coventry","Duckham Court",""
"1443",2011,"Coventry","Earlsdon High Str.",""
"1444",2011,"Coventry","Elms Pub  Birmingham Rd.",""
"1445",2011,"Coventry","Fairfax Str.",""
"1446",2011,"Coventry","Far Gosford Str.",""
"1447",2011,"Coventry","Far Gosford Str.",""
"1448",2011,"Coventry","Farndale Ave.",""
"1449",2011,"Coventry","Farndale Ave.",""
"1450",2011,"Coventry","Foleshill Rd",""
"1451",2011,"Coventry","Foleshill Rd.",""
"1452",2011,"Coventry","Foleshill Rd.",""
"1453",2011,"Coventry","Foleshill Rd.",""
"1454",2011,"Coventry","Foleshill Rd.",""
"1455",2011,"Coventry","Four Pounds Ave.",""
"1456",2011,"Coventry","Friars Rd.",""
"1457",2011,"Coventry","Front Of Coventry Central Police Str.",""
"1458",2011,"Coventry","Front Office",""
"1459",2011,"Coventry","Front Office",""
"1460",2011,"Coventry","Gala Bingo  Pool Meadow",""
"1461",2011,"Coventry","Gosford Str.",""
"1462",2011,"Coventry","Gosford Str.",""
"1463",2011,"Coventry","Gosford Str.",""
"1464",2011,"Coventry","Greyfriars Str.",""
"1465",2011,"Coventry","Gulson Rd.",""
"1466",2011,"Coventry","Gulson Rd.",""
"1467",2011,"Coventry","Hale Str.",""
"1468",2011,"Coventry","Hales Str.",""
"1469",2011,"Coventry","Hartfrod Str.",""
"1470",2011,"Coventry","Hayle Str.",""
"1471",2011,"Coventry","Hayles Str.",""
"1472",2011,"Coventry","Hedgefield Way",""
"1473",2011,"Coventry","Herald Way Coventry",""
"1474",2011,"Coventry","High Str.",""
"1475",2011,"Coventry","High Str.",""
"1476",2011,"Coventry","High Str.",""
"1477",2011,"Coventry","Hill Str.",""
"1478",2011,"Coventry","Hipswell Highway",""
"1479",2011,"Coventry","Holmesdale Rd.",""
"1480",2011,"Coventry","Hurst Rd.",""
"1481",2011,"Coventry","Ibis Hotel",""
"1482",2011,"Coventry","Ikea Car Park",""
"1483",2011,"Coventry","Ikea Plaza",""
"1484",2011,"Coventry","Iron Monger Rd.",""
"1485",2011,"Coventry","Jardine Crescent",""
"1486",2011,"Coventry","Jardine Crescent",""
"1487",2011,"Coventry","Jasrdine Crescent",""
"1488",2011,"Coventry","Jd Wetherspoon Earlsdon",""
"1489",2011,"Coventry","Jordan Well",""
"1490",2011,"Coventry","Jordan Well   Coventry",""
"1491",2011,"Coventry","Jubilee Cresent",""
"1492",2011,"Coventry","Kirby Rd.",""
"1493",2011,"Coventry","Ln.",""
"1494",2011,"Coventry","Ln.",""
"1495",2011,"Coventry","Leader Close",""
"1496",2011,"Coventry","Lidice Place",""
"1497",2011,"Coventry","Lincoln Str.",""
"1498",2011,"Coventry","Littl Park Str.",""
"1499",2011,"Coventry","Little Park Str.",""
"1500",2011,"Coventry","Little Park Str.",""
"1501",2011,"Coventry","Little Park Str.",""
"1502",2011,"Coventry","Little Park Str.",""
"1503",2011,"Coventry","Little Park Str.",""
"1504",2011,"Coventry","Little Park Str.",""
"1505",2011,"Coventry","Little Park Str.",""
"1506",2011,"Coventry","Little Park Str.",""
"1507",2011,"Coventry","Little Park Str.",""
"1508",2011,"Coventry","Little Park Str.",""
"1509",2011,"Coventry","Little Park Str.",""
"1510",2011,"Coventry","Little Park Str.",""
"1511",2011,"Coventry","London Rd.",""
"1512",2011,"Coventry","London Rd.",""
"1513",2011,"Coventry","Longford Rd.",""
"1514",2011,"Coventry","Lower Ford Str.",""
"1515",2011,"Coventry","Lower Ford Str.",""
"1516",2011,"Coventry","Lower Holyhead D Jtn With Spon Str.",""
"1517",2011,"Coventry","Lower Holyhead Rd Coventry",""
"1518",2011,"Coventry","Lower Holyhead Rd.",""
"1519",2011,"Coventry","Lower Precinct Coventry",""
"1520",2011,"Coventry","Mafo",""
"1521",2011,"Coventry","Manor House Drive",""
"1522",2011,"Coventry","Market Way",""
"1523",2011,"Coventry","Mary Slessor Str.",""
"1524",2011,"Coventry","Masser Rd.",""
"1525",2011,"Coventry","Mcdonalds Restaurant A45  Coventry ",""
"1526",2011,"Coventry","Memorial Park  Coventry",""
"1527",2011,"Coventry","Middle Ride",""
"1528",2011,"Coventry","Mile Ln.",""
"1529",2011,"Coventry","Mile Ln.",""
"1530",2011,"Coventry","Millenium Place",""
"1531",2011,"Coventry","Millenium Place",""
"1532",2011,"Coventry","Mint Casino  King William Str.",""
"1533",2011,"Coventry","Miranda Close",""
"1534",2011,"Coventry","Morris Rd.",""
"1535",2011,"Coventry","Motor Museum",""
"1536",2011,"Coventry","New Union Str.",""
"1537",2011,"Coventry","Norman Place Rd.",""
"1538",2011,"Coventry","Northy Rd.",""
"1539",2011,"Coventry","O S Ccfo",""
"1540",2011,"Coventry","O S Coventry Central Police Str.",""
"1541",2011,"Coventry","O S Gosford Arms",""
"1542",2011,"Coventry","Oak Gosford Str.",""
"1543",2011,"Coventry","Outside Coventry Central Ps",""
"1544",2011,"Coventry","Outside Foleshill Ps",""
"1545",2011,"Coventry","Outside Front Of Coventry Central Police Str.",""
"1546",2011,"Coventry","Outside Heat Bar",""
"1547",2011,"Coventry","Outside Kasbars",""
"1548",2011,"Coventry","Outside Of The Jewson Str.",""
"1549",2011,"Coventry","Owenford Rd.",""
"1550",2011,"Coventry","Palm Tree Ave.",""
"1551",2011,"Coventry","Palmer Ln.",""
"1552",2011,"Coventry","Palmer Ln.",""
"1553",2011,"Coventry","Palmer Ln.",""
"1554",2011,"Coventry","Penruddick Drive  Coventry",""
"1555",2011,"Coventry","Plymouth Close",""
"1556",2011,"Coventry","Pool Meadow",""
"1557",2011,"Coventry","Pool Meadow Bus Str.",""
"1558",2011,"Coventry","Pool Meadow Bus Str.",""
"1559",2011,"Coventry","Poolmeadow",""
"1560",2011,"Coventry","Poolmeadow Bus Str.",""
"1561",2011,"Coventry","Poolmeadow Bus Str.",""
"1562",2011,"Coventry","Poppy Court  Remembrance Rd.",""
"1563",2011,"Coventry","Primrose Hill Str.",""
"1564",2011,"Coventry","Primrose Hill Str.",""
"1565",2011,"Coventry","Primrose Hill Str.",""
"1566",2011,"Coventry","Primrose Hill Str.",""
"1567",2011,"Coventry","Princethorpe Way",""
"1568",2011,"Coventry","Priory Fields  Coventry",""
"1569",2011,"Coventry","Priory Gardens",""
"1570",2011,"Coventry","Priory Str.",""
"1571",2011,"Coventry","Puma Way",""
"1572",2011,"Coventry","Queen Mary S Rd.",""
"1573",2011,"Coventry","Queen Marys Rd.",""
"1574",2011,"Coventry","Queen Victoria Rd.",""
"1575",2011,"Coventry","Radford Rd.",""
"1576",2011,"Coventry","Radford Rd.",""
"1577",2011,"Coventry","Raglan Str.",""
"1578",2011,"Coventry","Red Ln.",""
"1579",2011,"Coventry","Remembrance Rd.",""
"1580",2011,"Coventry","Richo Areana",""
"1581",2011,"Coventry","Richo Areana",""
"1582",2011,"Coventry","Richo Arena  Coventry",""
"1583",2011,"Coventry","Ricoh Arena",""
"1584",2011,"Coventry","Ricoh Arena",""
"1585",2011,"Coventry","Ricoh Arena",""
"1586",2011,"Coventry","Ridgethorpe  Willenhall  Coventry",""
"1587",2011,"Coventry","Rileys Square  Bell Green",""
"1588",2011,"Coventry","Ring Rd",""
"1589",2011,"Coventry","Riverwalk Walk Wood End",""
"1590",2011,"Coventry","Rd.",""
"1591",2011,"Coventry","Rd.",""
"1592",2011,"Coventry","Sainsburys  Trinity Str.",""
"1593",2011,"Coventry","Scots Ln.",""
"1594",2011,"Coventry","Sewall Highway",""
"1595",2011,"Coventry","Sewall Highway",""
"1596",2011,"Coventry","Sewall Highway Coventry",""
"1597",2011,"Coventry","Silver Str.",""
"1598",2011,"Coventry","Sky Blue Way",""
"1599",2011,"Coventry","Sky Dome",""
"1600",2011,"Coventry","Sky Dome",""
"1601",2011,"Coventry","Sky Dome",""
"1602",2011,"Coventry","Sky Dome",""
"1603",2011,"Coventry","Sky Dome",""
"1604",2011,"Coventry","Sky Dome",""
"1605",2011,"Coventry","Sky Dome",""
"1606",2011,"Coventry","Sky Dome",""
"1607",2011,"Coventry","Sky Dome Concourse",""
"1608",2011,"Coventry","Sky Dome Concourse",""
"1609",2011,"Coventry","Sky Dome Concourse",""
"1610",2011,"Coventry","Sky Dome Concourse",""
"1611",2011,"Coventry","Sky Dome Concourse",""
"1612",2011,"Coventry","Sky Dome Concourse Covenmtry",""
"1613",2011,"Coventry","Sky Dome Concourse Coventry",""
"1614",2011,"Coventry","Sky Dome Concourse ",""
"1615",2011,"Coventry","Sky Dome  Coventry",""
"1616",2011,"Coventry","Sky Dome  Coventry City Centre",""
"1617",2011,"Coventry","Sky Dome ",""
"1618",2011,"Coventry","Sky Dome ",""
"1619",2011,"Coventry","Sky Dome ",""
"1620",2011,"Coventry","Skydome",""
"1621",2011,"Coventry","Skydome",""
"1622",2011,"Coventry","Skydome",""
"1623",2011,"Coventry","Skydome",""
"1624",2011,"Coventry","Skydome",""
"1625",2011,"Coventry","Skydome",""
"1626",2011,"Coventry","Skydome   Coventry ",""
"1627",2011,"Coventry","Skydome Car Park",""
"1628",2011,"Coventry","Skydome Car Park",""
"1629",2011,"Coventry","Skydome Complex",""
"1630",2011,"Coventry","Skydome Complex",""
"1631",2011,"Coventry","Skydome Complex",""
"1632",2011,"Coventry","Skydome Complex  Coventry",""
"1633",2011,"Coventry","Skydome Concourse",""
"1634",2011,"Coventry","Skydome Concourse",""
"1635",2011,"Coventry","Skydome Concourse",""
"1636",2011,"Coventry","Skydome Concourse",""
"1637",2011,"Coventry","Skydome Concourse",""
"1638",2011,"Coventry","Skydome Concourse",""
"1639",2011,"Coventry","Skydome Concourse",""
"1640",2011,"Coventry","Skydome Concourse",""
"1641",2011,"Coventry","Skydome Concourse",""
"1642",2011,"Coventry","Skydome Concourse",""
"1643",2011,"Coventry","Skydome Concourse",""
"1644",2011,"Coventry","Skydome Concourse",""
"1645",2011,"Coventry","Skydome Concourse",""
"1646",2011,"Coventry","Skydome Concourse",""
"1647",2011,"Coventry","Skydome Concourse",""
"1648",2011,"Coventry","Skydome Concourse  Coventry",""
"1649",2011,"Coventry","Skydome Concourse   ",""
"1650",2011,"Coventry","Skydome Coventry",""
"1651",2011,"Coventry","Skydome Coventry",""
"1652",2011,"Coventry","Skydome Coventry City Centre",""
"1653",2011,"Coventry","Skydome  Coventry",""
"1654",2011,"Coventry","Skydome  Coventry",""
"1655",2011,"Coventry","Sorell Close",""
"1656",2011,"Coventry","Southbank Rd.",""
"1657",2011,"Coventry","Spom Str.",""
"1658",2011,"Coventry","Spon End",""
"1659",2011,"Coventry","Spon End  Coventry",""
"1660",2011,"Coventry","Spon Str.",""
"1661",2011,"Coventry","Spon Str.",""
"1662",2011,"Coventry","Spon Str.",""
"1663",2011,"Coventry","Spon Str.",""
"1664",2011,"Coventry","Spon Str.",""
"1665",2011,"Coventry","Spon Str.",""
"1666",2011,"Coventry","Spon Str.",""
"1667",2011,"Coventry","Spon Str.",""
"1668",2011,"Coventry","Spon Str.",""
"1669",2011,"Coventry","Spon Str.",""
"1670",2011,"Coventry","Spon Str.",""
"1671",2011,"Coventry","Spon Str.",""
"1672",2011,"Coventry","Spon Str.",""
"1673",2011,"Coventry","Spon Str.",""
"1674",2011,"Coventry","Spon Str.",""
"1675",2011,"Coventry","Str.",""
"1676",2011,"Coventry","Str.",""
"1677",2011,"Coventry","Str.",""
"1678",2011,"Coventry","Str.",""
"1679",2011,"Coventry","Str.",""
"1680",2011,"Coventry","Swanswell Park",""
"1681",2011,"Coventry","Tachbrook Close",""
"1682",2011,"Coventry","Tarquin Close  Coventry",""
"1683",2011,"Coventry","Terry Rd.",""
"1684",2011,"Coventry","Terry Rd.",""
"1685",2011,"Coventry","The Bull Yard City Centre",""
"1686",2011,"Coventry","The Bullyard",""
"1687",2011,"Coventry","The Burges",""
"1688",2011,"Coventry","The Burgess",""
"1689",2011,"Coventry","The Burgess",""
"1690",2011,"Coventry","The Burgess",""
"1691",2011,"Coventry","The Butts Coventry",""
"1692",2011,"Coventry","The Butts Retreat Ph",""
"1693",2011,"Coventry","The Croft Longford",""
"1694",2011,"Coventry","The Forum Medical Centre  Coventry",""
"1695",2011,"Coventry","Thimbler Rd.",""
"1696",2011,"Coventry","Tile Hill Ln.",""
"1697",2011,"Coventry","Torrington Ave.",""
"1698",2011,"Coventry","Trinity Point Link",""
"1699",2011,"Coventry","Trinity Str.",""
"1700",2011,"Coventry","Trinity Str.",""
"1701",2011,"Coventry","Trinity Str.",""
"1702",2011,"Coventry","Trinity Str.",""
"1703",2011,"Coventry","University Hospital",""
"1704",2011,"Coventry","University Hospital",""
"1705",2011,"Coventry","University Hospital Coventry",""
"1706",2011,"Coventry","Unniversity Of Warwick  Coventry",""
"1707",2011,"Coventry","Upper Spon Str.",""
"1708",2011,"Coventry","Vine Str.",""
"1709",2011,"Coventry","Vine Str.",""
"1710",2011,"Coventry","Vinecote Rd.",""
"1711",2011,"Coventry","Wallace Rd",""
"1712",2011,"Coventry","Walsgrave Hospital",""
"1713",2011,"Coventry","Warwick Rd.",""
"1714",2011,"Coventry","Warwick University",""
"1715",2011,"Coventry","West Orchard",""
"1716",2011,"Coventry","West Orchards Circulatory Rd.",""
"1717",2011,"Coventry","White Str.",""
"1718",2011,"Coventry","Willenhall Ln.",""
"1719",2011,"Coventry","Willenhall Police Str.",""
"1720",2011,"Coventry","Willenhall Ps",""
"1721",2011,"Coventry","Winnalthorpe",""
"1722",2011,"Coventry","Wood Way Ln.",""
"1723",2011,"Coventry","Wroxall Drive",""
"1724",2011,"Coventry","Wroxhall Drive",""
"1725",2011,"Dudley","Albion Str.",""
"1726",2011,"Dudley","Amblecote High Str.",""
"1727",2011,"Dudley","Arley Court",""
"1728",2011,"Dudley","Baptist End Rd.",""
"1729",2011,"Dudley","Bell Str.",""
"1730",2011,"Dudley","Bell Str.",""
"1731",2011,"Dudley","Bell Str.",""
"1732",2011,"Dudley","Bhps",""
"1733",2011,"Dudley","Birmingham Str.",""
"1734",2011,"Dudley","Bramford Arms",""
"1735",2011,"Dudley","Brettle Ln.",""
"1736",2011,"Dudley","Brickhouse Rd.",""
"1737",2011,"Dudley","Brisbane Rd.",""
"1738",2011,"Dudley","Broadway Str.",""
"1739",2011,"Dudley","Broadway  Str.",""
"1740",2011,"Dudley","Broadway  Str.",""
"1741",2011,"Dudley","Burmese Way  Rd.",""
"1742",2011,"Dudley","Bus Str.",""
"1743",2011,"Dudley","Carpark Of Maybrook Hosue In Halesowen",""
"1744",2011,"Dudley","Carpark Of The Barley Mow  High Str.",""
"1745",2011,"Dudley","Castlegate Dudley",""
"1746",2011,"Dudley","Cinder Bank Island Netherton",""
"1747",2011,"Dudley","Court Str.",""
"1748",2011,"Dudley","Courthouse Ph  Sedgeley",""
"1749",2011,"Dudley","Crabmill Carpark Oldswinford",""
"1750",2011,"Dudley","Crompton Rd.",""
"1751",2011,"Dudley","Crown Centre  Str.",""
"1752",2011,"Dudley","Dudley Bus Str.",""
"1753",2011,"Dudley","Dudley Police Str.",""
"1754",2011,"Dudley","Dudley Rd.",""
"1755",2011,"Dudley","Dudley Rd.",""
"1756",2011,"Dudley","Edward Rutland Ph  High Str.",""
"1757",2011,"Dudley","Enville Rd.",""
"1758",2011,"Dudley","Fern Rd",""
"1759",2011,"Dudley","Foster Str.",""
"1760",2011,"Dudley","Front Office Bhps",""
"1761",2011,"Dudley","Front Office  Str.",""
"1762",2011,"Dudley","Front Office  Str.",""
"1763",2011,"Dudley","Hagley Rd.",""
"1764",2011,"Dudley","Halesowen Rd  Netherton",""
"1765",2011,"Dudley","Halesowen Town Centre",""
"1766",2011,"Dudley","Hampden Close Quarry Bank",""
"1767",2011,"Dudley","Hereford Rd.",""
"1768",2011,"Dudley","High Str.",""
"1769",2011,"Dudley","High Str.",""
"1770",2011,"Dudley","High Str.",""
